,STOCK CODE,STOCK NAME_x,VALUE DATE,EVAL MID YIELD,EVAL MID PRICE,EVAL MID PRICE CHANGE,EVAL MID YIELD CHANGE,MODIFIED DURATION,CONVEXITY,COUPON FREQUENCY,NEXT COUPON RATE
1936,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2019-12-02,4.629,101.65299999999999,-0.001,-0.001,2.839,9.918,2.0,5.2
1917,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-01-02,4.571000000000001,101.781,0.001,-0.001,2.7569999999999997,9.419,2.0,5.2
1909,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-02-03,4.4319999999999995,102.12700000000001,0.025,-0.011000000000000001,2.747,9.177999999999999,2.0,5.2
1910,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-03-02,4.235,102.61399999999999,0.081,-0.032,2.675,8.754,2.0,5.2
1908,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-04-01,4.574,101.63799999999999,0.081,-0.031,2.589,8.259,2.0,5.2
1901,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-05-04,4.185,102.595,0.048,-0.022000000000000002,2.5069999999999997,7.8,2.0,5.2
1885,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-06-01,4.052,102.865,-0.003,-0.002,2.4330000000000003,7.403,2.0,5.2
1883,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-07-01,4.023,102.855,0.015,-0.006999999999999999,2.353,6.98,2.0,5.2
1877,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-08-03,3.78,103.34299999999999,-0.012,-0.001,2.324,6.702999999999999,2.0,5.2
1850,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-09-01,3.7230000000000003,103.37100000000001,-0.012,-0.001,2.247,6.312,2.0,5.2
1843,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-10-01,3.6639999999999997,103.39200000000001,0.03,-0.015,2.167,5.92,2.0,5.2
1835,VI180052,SINAR KAMIRI IMTN 5.200% 30.01.2023,2020-11-02,3.658,103.281,-0.01,-0.001,2.081,5.513,2.0,5.2
1511,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2019-08-01,6.524,100.23200000000001,0.0,0.0,3.0460000000000003,11.589,2.0,6.6
1499,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2019-09-03,5.499,103.43299999999999,0.467,-0.15,3.074,11.499,2.0,6.6
1484,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2019-10-01,5.349,103.82799999999999,0.57,-0.183,3.002,11.029000000000002,2.0,6.6
1485,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2019-11-01,5.032,104.714,0.002,-0.002,2.925,10.54,2.0,6.6
1482,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2019-12-02,4.995,104.714,-0.008,-0.001,2.843,10.026,2.0,6.6
1462,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-01-02,4.948,104.74,-0.004,-0.001,2.761,9.527000000000001,2.0,6.6
1455,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-02-03,4.577,105.696,0.018000000000000002,-0.011000000000000001,2.6830000000000003,9.061,2.0,6.6
1452,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-03-02,4.4910000000000005,105.81700000000001,-0.015,0.0,2.695,8.93,2.0,6.6
1447,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-04-01,4.893,104.551,0.081,-0.031,2.609,8.425,2.0,6.6
1441,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-05-04,3.85,107.24,0.031,-0.021,2.537,8.024,2.0,6.6
1426,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-06-01,3.627,107.65100000000001,-0.016,-0.002,2.465,7.631,2.0,6.6
1425,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-07-01,3.614,107.46600000000001,-0.008,0.0,2.384,7.2010000000000005,2.0,6.6
1414,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-08-03,3.3789999999999996,107.822,-0.027000000000000003,-0.002,2.299,6.76,2.0,6.6
1394,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-09-01,3.303,107.774,-0.031,-0.001,2.289,6.563,2.0,6.6
1390,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-10-01,3.2689999999999997,107.604,-0.008,0.0,2.209,6.1610000000000005,2.0,6.6
1382,VI180078,COUNTRY GDN IMTN 6.600% 23.02.2023 - Issue No 2,2020-11-02,3.2319999999999998,107.419,-0.023,-0.001,2.123,5.747999999999999,2.0,6.6
1880,VI180086,FPSB IMTN 4.800% 13.03.2023,2019-08-01,3.9389999999999996,102.87,0.263,-0.078,3.242,12.76,2.0,4.8
1870,VI180086,FPSB IMTN 4.800% 13.03.2023,2019-09-03,3.727,103.51100000000001,0.023,-0.01,3.158,12.181,2.0,4.8
1868,VI180086,FPSB IMTN 4.800% 13.03.2023,2019-10-01,3.734,103.42,-0.002,0.0,3.16,11.972000000000001,2.0,4.8
1866,VI180086,FPSB IMTN 4.800% 13.03.2023,2019-11-01,3.7310000000000003,103.348,0.004,-0.002,3.076,11.412,2.0,4.8
1862,VI180086,FPSB IMTN 4.800% 13.03.2023,2019-12-02,3.7289999999999996,103.273,-0.008,0.0,2.9930000000000003,10.865,2.0,4.8
1842,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-01-02,3.7089999999999996,103.25399999999999,-0.003,-0.001,2.91,10.334000000000001,2.0,4.8
1837,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-02-03,3.5189999999999997,103.73700000000001,0.161,-0.057,2.8280000000000003,9.82,2.0,4.8
1838,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-03-02,3.352,104.14,0.051,-0.021,2.755,9.381,2.0,4.8
1836,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-04-01,3.695,103.05799999999999,0.085,-0.031,2.73,9.065,2.0,4.8
1829,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-05-04,3.3110000000000004,104.024,0.043,-0.021,2.647,8.581,2.0,4.8
1813,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-06-01,3.16,104.329,-0.009000000000000001,-0.001,2.574,8.164,2.0,4.8
1811,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-07-01,3.2030000000000003,104.09299999999999,-0.001,-0.001,2.4930000000000003,7.711,2.0,4.8
1805,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-08-03,2.923,104.678,-0.016,-0.001,2.408,7.254,2.0,4.8
1778,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-09-01,2.8930000000000002,104.617,-0.009000000000000001,-0.004,2.33,6.846,2.0,4.8
1771,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-10-01,2.891,104.484,-0.005,0.0,2.306,6.605,2.0,4.8
1763,VI180086,FPSB IMTN 4.800% 13.03.2023,2020-11-02,2.84,104.446,-0.015,0.0,2.22,6.1739999999999995,2.0,4.8
1328,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2019-08-01,4.006,102.598,-0.002,0.0,3.25,12.81,2.0,4.785
1316,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2019-09-03,3.8280000000000003,103.132,-0.009000000000000001,0.0,3.165,12.225,2.0,4.785
1302,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2019-10-01,3.85,102.999,-0.003,0.0,3.1660000000000004,12.014000000000001,2.0,4.785
1303,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2019-11-01,3.846,102.94,0.004,-0.002,3.083,11.453,2.0,4.785
1298,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2019-12-02,3.823,102.941,-0.006999999999999999,0.0,3.0,10.908,2.0,4.785
1278,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-01-02,3.767,103.04,-0.002,-0.001,2.918,10.380999999999998,2.0,4.785
1271,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-02-03,3.637,103.35,0.022000000000000002,-0.01,2.8339999999999996,9.859,2.0,4.785
1268,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-03-02,3.398,103.97200000000001,0.18100000000000002,-0.065,2.763,9.427,2.0,4.785
1263,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-04-01,3.65,103.152,0.085,-0.031,2.739,9.12,2.0,4.785
1259,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-05-04,3.32,103.97,0.047,-0.022000000000000002,2.656,8.629,2.0,4.785
1246,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-06-01,3.196,104.20299999999999,-0.012,0.0,2.582,8.208,2.0,4.785
1246,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-07-01,3.3369999999999997,103.713,-0.004,0.0,2.499,7.745,2.0,4.785
1237,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-08-03,3.089,104.228,-0.012,-0.002,2.414,7.285,2.0,4.785
1219,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-09-01,3.015,104.291,-0.012,-0.002,2.3369999999999997,6.881,2.0,4.785
1216,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-10-01,2.984,104.238,-0.005,0.0,2.313,6.641,2.0,4.785
1206,VI180087,GAMUDA IMTN 4.785% 16.03.2023,2020-11-02,3.0180000000000002,104.01100000000001,-0.011000000000000001,-0.001,2.226,6.204,2.0,4.785
1968,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2019-08-01,4.269,102.42399999999999,-0.002,0.0,3.233,12.712,2.0,5.0
1958,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2019-09-03,4.045,103.11200000000001,0.025,-0.01,3.1489999999999996,12.137,2.0,5.0
1957,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2019-10-01,4.082,102.932,-0.002,0.0,3.153,11.937999999999999,2.0,5.0
1955,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2019-11-01,4.115,102.757,0.001,-0.001,3.069,11.374,2.0,5.0
1951,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2019-12-02,4.112,102.7,-0.003,-0.001,2.986,10.83,2.0,5.0
1932,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-01-02,4.103,102.662,-0.001,-0.001,2.903,10.3,2.0,5.0
1924,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-02-03,3.8710000000000004,103.28,0.021,-0.01,2.821,9.794,2.0,5.0
1925,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-03-02,3.6039999999999996,103.984,0.023,-0.011000000000000001,2.7510000000000003,9.367,2.0,5.0
1923,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-04-01,3.977,102.825,0.08199999999999999,-0.03,2.728,9.058,2.0,5.0
1916,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-05-04,3.5639999999999996,103.875,0.044000000000000004,-0.021,2.6460000000000004,8.579,2.0,5.0
1900,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-06-01,3.409,104.194,-0.009000000000000001,-0.001,2.573,8.163,2.0,5.0
1898,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-07-01,3.4410000000000003,103.992,-0.003,0.0,2.491,7.711,2.0,5.0
1892,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-08-03,3.08,104.788,-0.016,-0.001,2.408,7.261,2.0,5.0
1865,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-09-01,2.972,104.919,-0.006,-0.006,2.331,6.861000000000001,2.0,5.0
1858,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-10-01,2.9930000000000003,104.72200000000001,-0.006,0.0,2.309,6.622999999999999,2.0,5.0
1850,VI180089,ALDZAHAB ABS-IMTN 16.03.2023(CLASS A TRANCHE 5 S2),2020-11-02,2.918,104.73299999999999,-0.016,0.0,2.2230000000000003,6.194,2.0,5.0
1754,VI180097,PBSB IMTN 4.500% 24.03.2023,2019-08-01,3.61,103.009,-0.002,0.0,3.295,13.100999999999999,2.0,4.5
1742,VI180097,PBSB IMTN 4.500% 24.03.2023,2019-09-03,3.3560000000000003,103.8,-0.011000000000000001,0.0,3.2119999999999997,12.517999999999999,2.0,4.5
1732,VI180097,PBSB IMTN 4.500% 24.03.2023,2019-10-01,3.431,103.479,-0.002,0.0,3.208,12.28,2.0,4.5
1731,VI180097,PBSB IMTN 4.500% 24.03.2023,2019-11-01,3.483,103.228,0.004,-0.002,3.123,11.704,2.0,4.5
1725,VI180097,PBSB IMTN 4.500% 24.03.2023,2019-12-02,3.5069999999999997,103.074,-0.006999999999999999,0.0,3.0389999999999997,11.145,2.0,4.5
1705,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-01-02,3.478,103.089,-0.005,0.0,2.9560000000000004,10.607000000000001,2.0,4.5
1700,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-02-03,3.267,103.646,0.021,-0.01,2.8739999999999997,10.087,2.0,4.5
1701,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-03-02,2.95,104.50399999999999,-0.011000000000000001,0.0,2.804,9.658,2.0,4.5
1697,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-04-01,3.372,103.17,0.086,-0.031,2.7739999999999996,9.316,2.0,4.5
1691,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-05-04,2.986,104.156,0.040999999999999995,-0.02,2.6910000000000003,8.825,2.0,4.5
1676,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-06-01,2.832,104.473,-0.006999999999999999,-0.002,2.6180000000000003,8.4,2.0,4.5
1674,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-07-01,2.863,104.264,0.023,-0.01,2.536,7.94,2.0,4.5
1663,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-08-03,2.524,105.01,-0.02,0.0,2.452,7.48,2.0,4.5
1636,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-09-01,2.414,105.145,-0.008,-0.005,2.375,7.071000000000001,2.0,4.5
1629,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-10-01,2.4730000000000003,104.848,-0.005,0.0,2.347,6.811,2.0,4.5
1620,VI180097,PBSB IMTN 4.500% 24.03.2023,2020-11-02,2.359,104.95100000000001,-0.017,0.0,2.262,6.377000000000001,2.0,4.5
1983,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2019-08-01,4.075,102.463,-0.002,0.0,2.927,10.449000000000002,2.0,4.9
1973,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2019-09-03,3.819,103.16,0.19899999999999998,-0.07,2.843,9.924,2.0,4.9
1972,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2019-10-01,3.832,103.052,-0.002,0.0,2.7680000000000002,9.464,2.0,4.9
1969,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2019-11-01,3.841,102.947,0.0,-0.001,2.7489999999999997,9.181000000000001,2.0,4.9
1965,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2019-12-02,3.822,102.917,-0.005,-0.001,2.6660000000000004,8.69,2.0,4.9
1944,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-01-02,3.7769999999999997,102.955,-0.005,0.0,2.583,8.216000000000001,2.0,4.9
1936,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-02-03,3.648,103.20299999999999,0.02,-0.011000000000000001,2.499,7.747999999999999,2.0,4.9
1937,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-03-02,3.4,103.751,0.015,-0.01,2.427,7.361000000000001,2.0,4.9
1935,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-04-01,3.719,102.852,0.071,-0.03,2.342,6.91,2.0,4.9
1928,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-05-04,3.35,103.63799999999999,0.035,-0.021,2.313,6.64,2.0,4.9
1911,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-06-01,3.1630000000000003,103.963,-0.009000000000000001,-0.002,2.24,6.272,2.0,4.9
1915,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-07-01,3.135,103.89399999999999,-0.002,-0.001,2.1590000000000003,5.877999999999999,2.0,4.9
1909,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-08-03,2.7910000000000004,104.49799999999999,-0.02,-0.001,2.074,5.478,2.0,4.9
1882,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-09-01,2.702,104.531,0.001,-0.011000000000000001,1.9969999999999999,5.125,2.0,4.9
1875,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-10-01,2.7230000000000003,104.32,-0.006,0.0,1.915,4.7669999999999995,2.0,4.9
1866,VI180109,ASIANFIN IMTN 4.900% 21.10.2022,2020-11-02,2.6439999999999997,104.296,-0.013999999999999999,-0.002,1.8730000000000002,4.508,2.0,4.9
1984,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2019-08-01,4.082,102.228,-0.001,0.0,3.063,11.32,2.0,4.8
1974,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2019-09-03,3.8360000000000003,102.929,0.177,-0.06,2.9789999999999996,10.772,2.0,4.8
1973,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2019-10-01,3.85,102.822,0.0,-0.001,2.903,10.290999999999999,2.0,4.8
1970,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2019-11-01,3.862,102.71799999999999,0.001,-0.001,2.82,9.772,2.0,4.8
1966,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2019-12-02,3.841,102.711,-0.003,-0.001,2.737,9.27,2.0,4.8
1945,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-01-02,3.7889999999999997,102.78299999999999,-0.002,-0.001,2.718,8.992,2.0,4.8
1937,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-02-03,3.656,103.064,0.021,-0.011000000000000001,2.634,8.502,2.0,4.8
1938,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-03-02,3.407,103.65100000000001,0.017,-0.01,2.562,8.096,2.0,4.8
1936,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-04-01,3.742,102.679,0.075,-0.03,2.477,7.62,2.0,4.8
1929,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-05-04,3.359,103.556,0.039,-0.021,2.3930000000000002,7.176,2.0,4.8
1912,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-06-01,3.1830000000000003,103.89,-0.009000000000000001,-0.001,2.32,6.796,2.0,4.8
1905,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-07-01,3.16,103.822,-0.004,0.0,2.293,6.537999999999999,2.0,4.8
1899,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-08-03,2.812,104.488,-0.018000000000000002,-0.001,2.208,6.117000000000001,2.0,4.8
1872,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-09-01,2.716,104.556,-0.001,-0.009000000000000001,2.131,5.744,2.0,4.8
1865,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-10-01,2.734,104.35700000000001,-0.003,-0.001,2.05,5.364,2.0,4.8
1857,VI180119,ASIANFIN IMTN 4.800% 09.12.2022,2020-11-02,2.657,104.34899999999999,-0.015,-0.001,1.964,4.978,2.0,4.8
1982,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2019-08-01,4.046,102.25,0.0,-0.001,2.5980000000000003,8.3,2.0,4.9
1972,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2019-09-03,3.783,102.867,0.212,-0.085,2.5140000000000002,7.827000000000001,2.0,4.9
1971,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2019-10-01,3.7880000000000003,102.779,-0.005,0.001,2.438,7.416,2.0,4.9
1968,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2019-11-01,3.792,102.686,-0.003,0.0,2.355,6.976,2.0,4.9
1964,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2019-12-02,3.7680000000000002,102.661,-0.009000000000000001,0.0,2.327,6.709,2.0,4.9
1943,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-01-02,3.7319999999999998,102.655,-0.005,0.0,2.244,6.289,2.0,4.9
1935,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-02-03,3.622,102.806,0.015,-0.011000000000000001,2.1590000000000003,5.875,2.0,4.9
1936,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-03-02,3.3760000000000003,103.25,0.01,-0.01,2.0869999999999997,5.5329999999999995,2.0,4.9
1934,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-04-01,3.645,102.572,0.059000000000000004,-0.03,2.003,5.147,2.0,4.9
1927,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-05-04,3.319,103.125,0.027000000000000003,-0.021,1.9180000000000001,4.773,2.0,4.9
1910,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-06-01,3.117,103.40799999999999,-0.012,-0.001,1.8880000000000001,4.567,2.0,4.9
1909,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-07-01,3.08,103.338,-0.005,0.0,1.807,4.23,2.0,4.9
1903,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-08-03,2.7430000000000003,103.787,-0.021,-0.001,1.7209999999999999,3.886,2.0,4.9
1876,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-09-01,2.675,103.742,-0.003,-0.012,1.6440000000000001,3.5860000000000003,2.0,4.9
1869,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-10-01,2.687,103.54899999999999,0.01,-0.01,1.5630000000000002,3.285,2.0,4.9
1861,VI180128,ASIANFIN IMTN 4.900% 27.05.2022,2020-11-02,2.6,103.50200000000001,-0.008,-0.006,1.4769999999999999,2.983,2.0,4.9
304,VI180137,TSH IMTN 0% 10.04.2023,2019-08-01,4.708,101.307,-0.001,0.0,3.285,13.09,2.0,5.1
300,VI180137,TSH IMTN 0% 10.04.2023,2019-09-03,4.556,101.78299999999999,0.002,-0.002,3.201,12.5,2.0,5.1
297,VI180137,TSH IMTN 0% 10.04.2023,2019-10-01,4.617,101.553,-0.001,0.0,3.125,11.981,2.0,5.1
298,VI180137,TSH IMTN 0% 10.04.2023,2019-11-01,4.579,101.63799999999999,-0.001,0.0,3.12,11.722999999999999,2.0,5.1
293,VI180137,TSH IMTN 0% 10.04.2023,2019-12-02,4.562,101.65,0.002,-0.002,3.0380000000000003,11.175,2.0,5.1
289,VI180137,TSH IMTN 0% 10.04.2023,2020-01-02,4.535,101.69200000000001,0.0,-0.001,2.9560000000000004,10.640999999999998,2.0,5.1
286,VI180137,TSH IMTN 0% 10.04.2023,2020-02-03,4.332,102.25399999999999,-0.003,-0.001,2.8739999999999997,10.126,2.0,5.1
286,VI180137,TSH IMTN 0% 10.04.2023,2020-03-02,4.2330000000000005,102.495,0.027000000000000003,-0.011000000000000001,2.801,9.675,2.0,5.1
285,VI180137,TSH IMTN 0% 10.04.2023,2020-04-01,4.655,101.241,0.057999999999999996,-0.021,2.713,9.147,2.0,5.1
284,VI180137,TSH IMTN 0% 10.04.2023,2020-05-04,4.423,101.84100000000001,0.002,-0.003,2.696,8.875,2.0,5.1
277,VI180137,TSH IMTN 0% 10.04.2023,2020-06-01,4.296,102.135,-0.001,-0.002,2.6239999999999997,8.452,2.0,5.1
277,VI180137,TSH IMTN 0% 10.04.2023,2020-07-01,4.283,102.11,-0.002,0.0,2.543,7.999,2.0,5.1
276,VI180137,TSH IMTN 0% 10.04.2023,2020-08-03,4.191,102.28,-0.004,-0.002,2.457,7.523,2.0,5.1
270,VI180137,TSH IMTN 0% 10.04.2023,2020-09-01,4.1739999999999995,102.26,-0.004,-0.002,2.379,7.111000000000001,2.0,5.1
267,VI180137,TSH IMTN 0% 10.04.2023,2020-10-01,4.155,102.242,0.001,-0.001,2.299,6.697,2.0,5.1
263,VI180137,TSH IMTN 0% 10.04.2023,2020-11-02,4.133,102.21700000000001,-0.005,-0.001,2.27,6.426,2.0,5.1
2000,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2019-08-01,4.482,102.779,-0.002,0.0,3.325,13.390999999999998,2.0,5.3
1990,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2019-09-03,4.317,103.27799999999999,-0.006,-0.001,3.24,12.794,2.0,5.3
1989,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2019-10-01,4.2989999999999995,103.277,-0.002,0.0,3.1660000000000004,12.279000000000002,2.0,5.3
1986,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2019-11-01,4.258,103.34200000000001,0.004,-0.002,3.1639999999999997,12.034,2.0,5.3
1982,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2019-12-02,4.223,103.375,-0.005,-0.001,3.082,11.479000000000001,2.0,5.3
1961,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-01-02,4.169,103.463,-0.006,0.0,3.0,10.94,2.0,5.3
1953,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-02-03,4.023,103.824,0.022000000000000002,-0.01,2.917,10.407,2.0,5.3
1954,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-03-02,3.911,104.07600000000001,0.08,-0.03,2.843,9.951,2.0,5.3
1952,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-04-01,4.277,102.911,0.08800000000000001,-0.031,2.7560000000000002,9.418,2.0,5.3
1944,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-05-04,3.8739999999999997,103.977,0.046,-0.021,2.745,9.174,2.0,5.3
1927,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-06-01,3.7430000000000003,104.243,-0.009000000000000001,-0.001,2.6719999999999997,8.742,2.0,5.3
1925,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-07-01,3.697,104.25299999999999,0.021,-0.009000000000000001,2.592,8.282,2.0,5.3
1919,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-08-03,3.4619999999999997,104.74600000000001,-0.015,-0.001,2.5069999999999997,7.807,2.0,5.3
1892,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-09-01,3.397,104.78299999999999,-0.016,-0.001,2.4290000000000003,7.388999999999999,2.0,5.3
1885,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-10-01,3.3539999999999996,104.751,-0.005,0.0,2.349,6.966,2.0,5.3
1876,VI180174,UITM SOLAR IMTN 5.300% 27.04.2023,2020-11-02,3.3339999999999996,104.648,-0.013000000000000001,-0.001,2.322,6.7,2.0,5.3
907,VI180185,AL-AQAR IMTN 4.640% 04.05.2023 CLASS A,2019-08-01,3.93,101.18799999999999,0.0,-0.001,1.6569999999999998,3.6289999999999996,2.0,4.64
