,VALUE DATE,STOCK CODE,STOCK NAME,EVAL MID YIELD,EVAL MID PRICE,MODIFIED DURATION,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET,OPR level
3942,2019-10-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.505,105.818,4.592,2.0,2.0,4.73,0,84,105.414,104.7590071644044,2.93
5429,2019-11-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.571,105.414,4.506,1.7,2.0,4.73,0,84,105.40100000000001,104.7590071644044,2.92
6933,2019-12-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.557,105.40100000000001,4.423,1.7,2.0,4.73,0,84,105.4,104.7590071644044,2.99
8466,2020-01-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.543,105.4,4.439,1.3,2.0,4.73,0,60,106.324,104.7590071644044,3.0
10010,2020-02-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.324,106.324,4.361000000000001,1.3,2.0,4.73,0,60,107.507,104.7590071644044,2.66
11532,2020-03-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.048,107.507,4.294,1.3,2.0,4.73,0,60,105.102,104.7590071644044,2.75
13050,2020-04-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.554,105.102,4.197,0.0,2.0,4.73,0,60,107.275,104.7590071644044,2.5
14564,2020-05-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,3.0439999999999996,107.275,4.125,0.0,2.0,4.73,0,60,107.639,104.7590071644044,2.5
16065,2020-06-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,2.937,107.639,4.052,2.0,2.0,4.73,0,60,107.323,104.7590071644044,2.0
17561,2020-07-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,2.978,107.323,4.059,1.7,2.0,4.73,0,60,108.852,104.7590071644044,2.0
19045,2020-08-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,2.591,108.852,3.9810000000000003,1.7,2.0,4.73,0,60,109.038,104.7590071644044,1.75
20538,2020-09-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,2.512,109.038,3.905,1.3,2.0,4.73,0,60,108.66,104.7590071644044,1.75
22043,2020-10-01,VN140424,SURIA KLCC IMTN 4.730% 31.12.2024 - Issue No. 1,2.563,108.66,3.822,2.0,2.0,4.73,0,60,108.78399999999999,104.7590071644044,1.75
972,2019-08-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.213,103.454,4.9030000000000005,1.7,2.0,4.9,0,84,104.682,106.94561587810762,3.0
2460,2019-09-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.963,104.682,4.8260000000000005,1.7,2.0,4.9,0,84,104.405,106.94561587810762,3.0
3943,2019-10-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.007,104.405,4.749,1.3,2.0,4.9,0,84,104.027,106.94561587810762,2.93
5430,2019-11-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.071000000000001,104.027,4.775,1.3,2.0,4.9,0,84,104.037,106.94561587810762,2.92
6934,2019-12-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.0569999999999995,104.037,4.692,1.3,2.0,4.9,0,84,104.12799999999999,106.94561587810762,2.99
8467,2020-01-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.026,104.12799999999999,4.61,2.3,2.0,4.9,0,84,105.23899999999999,106.94561587810762,3.0
10011,2020-02-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.782,105.23899999999999,4.533,2.0,2.0,4.9,0,84,105.624,106.94561587810762,2.66
11533,2020-03-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.687,105.624,4.462,2.0,2.0,4.9,0,84,103.48200000000001,106.94561587810762,2.75
13051,2020-04-01,VN150062,IJM IMTN 4.900% 21.04.2025,4.129,103.48200000000001,4.364,1.7,2.0,4.9,0,60,105.711,106.94561587810762,2.5
14565,2020-05-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.6319999999999997,105.711,4.396,1.7,2.0,4.9,0,60,105.973,106.94561587810762,2.5
16066,2020-06-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.557,105.973,4.323,1.7,2.0,4.9,0,60,105.87,106.94561587810762,2.0
17562,2020-07-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.5589999999999997,105.87,4.243,0.0,2.0,4.9,0,60,107.001,106.94561587810762,2.0
19046,2020-08-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.284,107.001,4.163,0.0,2.0,4.9,0,60,106.525,106.94561587810762,1.75
20539,2020-09-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.367,106.525,4.082,2.7,2.0,4.9,0,60,106.81200000000001,106.94561587810762,1.75
22044,2020-10-01,VN150062,IJM IMTN 4.900% 21.04.2025,3.2769999999999997,106.81200000000001,4.004,2.3,2.0,4.9,0,60,106.81700000000001,106.94561587810762,1.75
973,2019-08-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.7689999999999997,103.219,4.986000000000001,2.3,2.0,4.4,0,84,104.831,107.17238950409269,3.0
2461,2019-09-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.449,104.831,4.912,1.7,2.0,4.4,0,84,104.162,107.17238950409269,3.0
3944,2019-10-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.568,104.162,4.831,1.7,2.0,4.4,0,84,103.698,107.17238950409269,2.93
5431,2019-11-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.6489999999999996,103.698,4.846,2.3,2.0,4.4,0,84,103.678,107.17238950409269,2.92
6935,2019-12-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.642,103.678,4.763,2.7,2.0,4.4,0,84,103.66799999999999,107.17238950409269,2.99
8468,2020-01-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.633,103.66799999999999,4.68,2.3,2.0,4.4,0,84,104.742,107.17238950409269,3.0
10012,2020-02-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.4,104.742,4.603,2.3,2.0,4.4,0,84,106.046,107.17238950409269,2.66
11534,2020-03-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.1180000000000003,106.046,4.538,2.0,2.0,4.4,0,84,103.45,107.17238950409269,2.75
13052,2020-04-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.647,103.45,4.438,2.0,2.0,4.4,0,60,105.839,107.17238950409269,2.5
14566,2020-05-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,3.123,105.839,4.461,1.7,2.0,4.4,0,60,106.40299999999999,107.17238950409269,2.5
16067,2020-06-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,2.984,106.40299999999999,4.39,0.0,2.0,4.4,0,60,106.27,107.17238950409269,2.0
17563,2020-07-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,2.991,106.27,4.309,2.0,2.0,4.4,0,60,107.727,107.17238950409269,2.0
19047,2020-08-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,2.648,107.727,4.231,2.3,2.0,4.4,0,60,107.86399999999999,107.17238950409269,1.75
20540,2020-09-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,2.591,107.86399999999999,4.154,2.0,2.0,4.4,0,60,107.61399999999999,107.17238950409269,1.75
22045,2020-10-01,VN150064,PUTRAJAYA IMTN 4.40% 24.04.2025 - Series No. 2,2.6180000000000003,107.61399999999999,4.072,2.7,2.0,4.4,0,60,107.795,107.17238950409269,1.75
974,2019-08-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.727,103.819,5.018,3.0,2.0,4.47,0,84,105.25,107.17238950409269,3.0
2462,2019-09-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.443,105.25,4.942,2.7,2.0,4.47,0,84,104.632,107.17238950409269,3.0
3945,2019-10-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.55,104.632,4.862,3.0,2.0,4.47,0,84,104.209,107.17238950409269,2.93
5432,2019-11-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.6210000000000004,104.209,4.775,2.7,2.0,4.47,0,84,104.227,107.17238950409269,2.92
6936,2019-12-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.6060000000000003,104.227,4.798,2.7,2.0,4.47,0,84,104.234,107.17238950409269,2.99
8469,2020-01-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.592,104.234,4.716,2.3,2.0,4.47,0,84,105.25399999999999,107.17238950409269,3.0
10013,2020-02-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.3710000000000004,105.25399999999999,4.638,3.0,2.0,4.47,0,84,106.492,107.17238950409269,2.66
11535,2020-03-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.1039999999999996,106.492,4.573,3.0,2.0,4.47,0,84,103.609,107.17238950409269,2.75
13053,2020-04-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.687,103.609,4.47,3.3,2.0,4.47,0,84,106.53399999999999,107.17238950409269,2.5
14567,2020-05-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.054,106.53399999999999,4.405,2.3,2.0,4.47,0,60,106.74600000000001,107.17238950409269,2.5
16068,2020-06-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,2.989,106.74600000000001,4.422,3.0,2.0,4.47,0,60,106.319,107.17238950409269,2.0
17564,2020-07-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,3.0580000000000003,106.319,4.3389999999999995,3.0,2.0,4.47,0,60,107.712,107.17238950409269,2.0
19048,2020-08-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,2.7310000000000003,107.712,4.261,3.0,2.0,4.47,0,60,108.094,107.17238950409269,1.75
20541,2020-09-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,2.6210000000000004,108.094,4.186,2.3,2.0,4.47,0,60,107.59299999999999,107.17238950409269,1.75
22046,2020-10-01,VN150071,AMAN IMTN 4.470% 08.05.2025 - Tranche No 40,2.7030000000000003,107.59299999999999,4.102,2.3,2.0,4.47,0,60,107.811,107.17238950409269,1.75
975,2019-08-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.99,103.25,5.065,3.0,2.0,4.62,0,84,104.165,103.40882203389829,3.0
2463,2019-09-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.806,104.165,4.984,2.7,2.0,4.62,0,84,103.686,103.40882203389829,3.0
3946,2019-10-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.889,103.686,4.905,2.7,2.0,4.62,0,84,103.588,103.40882203389829,2.93
5433,2019-11-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.8989999999999996,103.588,4.822,2.7,2.0,4.62,0,84,103.67200000000001,103.40882203389829,2.92
6937,2019-12-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.873,103.67200000000001,4.739,3.0,2.0,4.62,0,84,103.72399999999999,103.40882203389829,2.99
8470,2020-01-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.852,103.72399999999999,4.763999999999999,2.3,2.0,4.62,0,84,104.536,103.40882203389829,3.0
10014,2020-02-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.675,104.536,4.685,2.7,2.0,4.62,0,84,105.465,103.40882203389829,2.66
11536,2020-03-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.4730000000000003,105.465,4.617,2.0,2.0,4.62,0,84,102.87700000000001,103.40882203389829,2.75
13054,2020-04-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.998,102.87700000000001,4.516,2.7,2.0,4.62,0,84,104.56200000000001,103.40882203389829,2.5
14568,2020-05-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.6289999999999996,104.56200000000001,4.442,2.7,2.0,4.62,0,84,105.101,103.40882203389829,2.5
16069,2020-06-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.5010000000000003,105.101,4.371,3.0,2.0,4.62,0,60,105.273,103.40882203389829,2.0
17565,2020-07-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.447,105.273,4.388999999999999,3.3,2.0,4.62,0,60,107.02799999999999,103.40882203389829,2.0
19049,2020-08-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.0460000000000003,107.02799999999999,4.314,3.7,2.0,4.62,0,60,106.947,103.40882203389829,1.75
20542,2020-09-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.04,106.947,4.236000000000001,3.7,2.0,4.62,0,60,106.971,103.40882203389829,1.75
22047,2020-10-01,VN150132,BENIH RESTU IMTN 4.620% 05.06.2025,3.01,106.971,4.156000000000001,3.0,2.0,4.62,0,60,107.072,103.40882203389829,1.75
976,2019-08-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.845,103.92299999999999,5.15,1.7,2.0,4.58,0,84,105.098,106.14524117827534,3.0
2464,2019-09-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.6180000000000003,105.098,5.18,2.0,2.0,4.58,0,84,104.596,106.14524117827534,3.0
3947,2019-10-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.7,104.596,5.101,1.7,2.0,4.58,0,84,104.39200000000001,106.14524117827534,2.93
5434,2019-11-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.727,104.39200000000001,5.0169999999999995,2.0,2.0,4.58,0,84,104.434,106.14524117827534,2.92
6938,2019-12-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.708,104.434,4.934,1.3,2.0,4.58,0,84,104.45299999999999,106.14524117827534,2.99
8471,2020-01-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.693,104.45299999999999,4.851,2.7,2.0,4.58,0,84,105.604,106.14524117827534,3.0
10015,2020-02-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.4560000000000004,105.604,4.776,2.0,2.0,4.58,0,84,106.52799999999999,106.14524117827534,2.66
11537,2020-03-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.262,106.52799999999999,4.815,1.7,2.0,4.58,0,84,104.065,106.14524117827534,2.75
13055,2020-04-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.736,104.065,4.716,2.0,2.0,4.58,0,84,106.281,106.14524117827534,2.5
14569,2020-05-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.273,106.281,4.645,2.0,2.0,4.58,0,84,106.71,106.14524117827534,2.5
16070,2020-06-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.1689999999999996,106.71,4.573,1.7,2.0,4.58,0,84,106.462,106.14524117827534,2.0
17566,2020-07-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,3.2,106.462,4.4910000000000005,2.3,2.0,4.58,0,84,108.603,106.14524117827534,2.0
19050,2020-08-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,2.736,108.603,4.42,2.3,2.0,4.58,0,60,108.478,106.14524117827534,1.75
20543,2020-09-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,2.735,108.478,4.433,2.3,2.0,4.58,0,60,108.28299999999999,106.14524117827534,1.75
22048,2020-10-01,VN150157,KLK IMTN 4.580% 12.08.2025 - IMTN 1,2.748,108.28299999999999,4.351,2.3,2.0,4.58,0,60,108.39,106.14524117827534,1.75
977,2019-08-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.908,104.49600000000001,5.141,2.7,2.0,4.75,0,84,106.777,106.14524117827534,3.0
2465,2019-09-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.48,106.777,5.184,2.7,2.0,4.75,0,84,106.15,106.14524117827534,3.0
3948,2019-10-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.58,106.15,5.104,3.0,2.0,4.75,0,84,105.88600000000001,106.14524117827534,2.93
5435,2019-11-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.614,105.88600000000001,5.019,2.7,2.0,4.75,0,84,105.829,104.7590071644044,2.92
6939,2019-12-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.61,105.829,4.936,3.0,2.0,4.75,0,84,105.76299999999999,104.7590071644044,2.99
8472,2020-01-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.608,105.76299999999999,4.853,2.3,2.0,4.75,0,84,106.89,104.7590071644044,3.0
10016,2020-02-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.375,106.89,4.777,3.0,2.0,4.75,0,84,108.38600000000001,104.7590071644044,2.66
11538,2020-03-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.071,108.38600000000001,4.823,2.3,2.0,4.75,0,84,105.32700000000001,104.7590071644044,2.75
13056,2020-04-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.65,105.32700000000001,4.718999999999999,2.0,2.0,4.75,0,84,107.89,104.7590071644044,2.5
14570,2020-05-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.12,107.89,4.651,2.3,2.0,4.75,0,84,108.64299999999999,104.7590071644044,2.5
16071,2020-06-01,VN150159,SEB IMTN 4.750% 18.08.2025,2.949,108.64299999999999,4.582,2.7,2.0,4.75,0,84,108.22,104.7590071644044,2.0
17567,2020-07-01,VN150159,SEB IMTN 4.750% 18.08.2025,3.009,108.22,4.499,2.7,2.0,4.75,0,84,109.598,104.7590071644044,2.0
19051,2020-08-01,VN150159,SEB IMTN 4.750% 18.08.2025,2.701,109.598,4.422,2.7,2.0,4.75,0,60,110.04899999999999,104.7590071644044,1.75
20544,2020-09-01,VN150159,SEB IMTN 4.750% 18.08.2025,2.5789999999999997,110.04899999999999,4.441,2.0,2.0,4.75,0,60,109.459,104.7590071644044,1.75
22049,2020-10-01,VN150159,SEB IMTN 4.750% 18.08.2025,2.6689999999999996,109.459,4.357,2.0,2.0,4.75,0,60,109.473,104.7590071644044,1.75
978,2019-08-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.459,99.68700000000001,5.087,0.0,2.0,5.4,0,84,100.375,102.81034933333343,3.0
2466,2019-09-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.3260000000000005,100.375,5.006,0.0,2.0,5.4,0,84,100.025,102.81034933333343,3.0
3949,2019-10-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.395,100.025,5.065,0.0,2.0,5.4,0,84,100.225,102.81034933333343,2.93
5436,2019-11-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.354,100.225,4.984,0.0,2.0,5.4,0,84,100.383,102.81034933333343,2.92
6940,2019-12-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.321000000000001,100.383,4.9030000000000005,0.0,2.0,5.4,0,84,100.618,102.81034933333343,2.99
8473,2020-01-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.272,100.618,4.823,0.0,2.0,5.4,0,84,101.913,102.81034933333343,3.0
10017,2020-02-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.006,101.913,4.75,0.0,2.0,5.4,0,84,102.42,102.81034933333343,2.66
11539,2020-03-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.898,102.42,4.68,0.0,2.0,5.4,0,84,99.648,102.81034933333343,2.75
13057,2020-04-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.475,99.648,4.696000000000001,0.0,2.0,5.4,0,84,101.147,102.81034933333343,2.5
14571,2020-05-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,5.153,101.147,4.621,0.0,2.0,5.4,0,84,103.40100000000001,102.81034933333343,2.5
16072,2020-06-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.67,103.40100000000001,4.566,0.0,2.0,5.4,0,84,103.368,102.81034933333343,2.0
17568,2020-07-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.667,103.368,4.485,0.0,2.0,5.4,0,84,103.73,102.81034933333343,2.0
19052,2020-08-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.578,103.73,4.401,0.0,2.0,5.4,0,84,103.723,102.81034933333343,1.75
20545,2020-09-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.569,103.723,4.323,0.0,2.0,5.4,0,84,103.811,102.81034933333343,1.75
22050,2020-10-01,VN150207,PROJEK SMART IMTN 5.4% 30.09.2025,4.539,103.811,4.359,0.0,2.0,5.4,0,60,103.845,102.81034933333343,1.75
979,2019-08-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.863,105.009,5.188,2.3,2.0,5.8,0,84,105.652,107.40385388888906,3.0
2467,2019-09-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.734,105.652,5.107,1.7,2.0,5.8,0,84,105.38799999999999,107.40385388888906,3.0
3950,2019-10-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.772,105.38799999999999,5.03,2.3,2.0,5.8,0,84,105.686,107.40385388888906,2.93
5437,2019-11-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.705,105.686,4.9510000000000005,2.3,2.0,5.8,0,84,105.634,107.40385388888906,2.92
6941,2019-12-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.702,105.634,5.007,2.0,2.0,5.8,0,84,105.68700000000001,107.40385388888906,2.99
8474,2020-01-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.678,105.68700000000001,4.925,2.7,2.0,5.8,0,84,106.772,107.40385388888906,3.0
10018,2020-02-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.455,106.772,4.85,2.3,2.0,5.8,0,84,107.552,107.40385388888906,2.66
11540,2020-03-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.29,107.552,4.783,2.3,2.0,5.8,0,84,104.544,107.40385388888906,2.75
13058,2020-04-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.864,104.544,4.676,2.7,2.0,5.8,0,84,107.62899999999999,107.40385388888906,2.5
14572,2020-05-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.236000000000001,107.62899999999999,4.617,2.3,2.0,5.8,0,84,107.96,107.40385388888906,2.5
16073,2020-06-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.151,107.96,4.668,2.0,2.0,5.8,0,84,107.92,107.40385388888906,2.0
17569,2020-07-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,4.137,107.92,4.588,1.7,2.0,5.8,0,84,108.86,107.40385388888906,2.0
19053,2020-08-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,3.9219999999999997,108.86,4.508,1.3,2.0,5.8,0,84,109.59100000000001,107.40385388888906,1.75
20546,2020-09-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,3.7489999999999997,109.59100000000001,4.437,2.3,2.0,5.8,0,84,109.85,107.40385388888906,1.75
22051,2020-10-01,VN150260,MMC CORP IMTN 5.800% 12.11.2025,3.668,109.85,4.359,2.0,2.0,5.8,0,84,109.829,107.40385388888906,1.75
980,2019-08-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.741,106.355,5.4,2.0,2.0,4.88,0,84,107.75399999999999,104.7590071644044,3.0
2468,2019-09-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.484,107.75399999999999,5.325,1.7,2.0,4.88,0,84,107.11399999999999,104.7590071644044,3.0
3951,2019-10-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.5810000000000004,107.11399999999999,5.245,2.0,2.0,4.88,0,84,106.75200000000001,104.7590071644044,2.93
5438,2019-11-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.63,106.75200000000001,5.159,2.3,2.0,4.88,0,84,106.70200000000001,104.7590071644044,2.92
6942,2019-12-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.625,106.70200000000001,5.196000000000001,1.7,2.0,4.88,0,84,106.52,104.7590071644044,2.99
8475,2020-01-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.642,106.52,5.112,1.7,2.0,4.88,0,84,107.681,104.7590071644044,3.0
10019,2020-02-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.412,107.681,5.0360000000000005,1.3,2.0,4.88,0,84,109.311,104.7590071644044,2.66
11541,2020-03-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.096,109.311,4.975,1.3,2.0,4.88,0,84,105.985,104.7590071644044,2.75
13059,2020-04-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.697,105.985,4.867,1.3,2.0,4.88,0,84,108.641,104.7590071644044,2.5
14573,2020-05-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.174,108.641,4.802,2.3,2.0,4.88,0,84,109.111,104.7590071644044,2.5
16074,2020-06-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.0639999999999996,109.111,4.836,2.3,2.0,4.88,0,84,108.988,104.7590071644044,2.0
17570,2020-07-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,3.063,108.988,4.755,2.7,2.0,4.88,0,84,111.087,104.7590071644044,2.0
19054,2020-08-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,2.6310000000000002,111.087,4.683,3.0,2.0,4.88,0,84,111.52799999999999,104.7590071644044,1.75
20547,2020-09-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,2.516,111.52799999999999,4.609,2.7,2.0,4.88,0,84,111.042,104.7590071644044,1.75
22052,2020-10-01,VN150272,TELEKOM IMTN 4.88% 28.11.2025,2.5780000000000003,111.042,4.526,2.7,2.0,4.88,0,84,111.008,104.7590071644044,1.75
981,2019-08-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,4.0489999999999995,107.06299999999999,4.975,0.0,2.0,5.42,0,84,107.885,107.40385388888906,3.0
2469,2019-09-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,3.8760000000000003,107.885,4.894,0.0,2.0,5.42,0,84,107.338,107.40385388888906,3.0
3952,2019-10-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,3.9619999999999997,107.338,4.815,0.0,2.0,5.42,0,84,106.916,107.40385388888906,2.93
5439,2019-11-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,4.025,106.916,4.729,0.0,2.0,5.42,0,84,106.897,107.40385388888906,2.92
6943,2019-12-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,4.011,106.897,4.646,0.0,2.0,5.42,0,84,107.051,107.40385388888906,2.99
8476,2020-01-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,3.9610000000000003,107.051,4.684,0.0,2.0,5.42,0,84,108.376,107.40385388888906,3.0
10020,2020-02-01,VN150292,JEP IMTN 5.420% 04.06.2025- Tranche 9,3.675,108.376,4.61,0.0,2.0,5.42,0,84,108.899,107.40385388888906,2.66
